200c, 100ft, 45.796875, 5491, 7
200c, 100ft, 46.015625, 5505, 8
200c, 100ft, 45.71875, 5486, 9
200c, 102ft, 43.234375, 5327, 0
200c, 102ft, 43.234375, 5327, 1
200c, 102ft, 43.21875, 5326, 2
200c, 102ft, 43.28125, 5330, 3
200c, 102ft, 43.1875, 5324, 4
200c, 102ft, 43.125, 5320, 5
200c, 102ft, 42.78125, 5298, 6
200c, 102ft, 42.40625, 5274, 7
200c, 102ft, 42.5625, 5284, 8
200c, 102ft, 42.234375, 5263, 9
200c, 104ft, 30.4375, 4508, 0
200c, 104ft, 30.40625, 4506, 1
200c, 104ft, 30.59375, 4518, 2
200c, 104ft, 30.859375, 4535, 3
200c, 104ft, 30.75, 4528, 4
200c, 104ft, 30.515625, 4513, 5
200c, 104ft, 30.421875, 4507, 6
200c, 104ft, 30.234375, 4495, 7
200c, 104ft, 30.21875, 4494, 8
200c, 104ft, 29.78125, 4466, 9
200c, 106ft, 31.1875, 4556, 0
200c, 106ft, 31.140625, 4553, 1
200c, 106ft, 31.015625, 4545, 2
200c, 106ft, 31.65625, 4586, 3
200c, 106ft, 31.890625, 4601, 4
200c, 106ft, 31.75, 4592, 5
200c, 106ft, 31.484375, 4575, 6
200c, 106ft, 31.765625, 4593, 7
200c, 106ft, 31.625, 4584, 8
200c, 106ft, 31.375, 4568, 9
200c, 108ft, 28.78125, 4402, 0
200c, 108ft, 28.78125, 4402, 1
200c, 108ft, 28.796875, 4403, 2
200c, 108ft, 29.203125, 4429, 3
200c, 108ft, 29.171875, 4427, 4
200c, 108ft, 29.171875, 4427, 5
200c, 108ft, 29.203125, 4429, 6
200c, 108ft, 28.984375, 4415, 7
200c, 108ft, 28.953125, 4413, 8
200c, 108ft, 28.90625, 4410, 9
200c, 110ft, 36.3125, 4884, 0
200c, 110ft, 35.921875, 4859, 1
200c, 110ft, 36.09375, 4870, 2
200c, 110ft, 36.15625, 4874, 3
200c, 110ft, 36.4375, 4892, 4
200c, 110ft, 36.234375, 4879, 5
200c, 110ft, 36.359375, 4887, 6
200c, 110ft, 36.296875, 4883, 7
