200c, 4ft, 233.71875, 17518
200c, 6ft, 228.203125, 17165
200c, 8ft, 220.578125, 16677
200c, 10ft, 213.953125, 16253
200c, 12ft, 214.03125, 16258
200c, 14ft, 194.1875, 14988
200c, 16ft, 187.953125, 14589
200c, 18ft, 183.828125, 14325
200c, 20ft, 187.84375, 14582
200c, 22ft, 177.21875, 13902
200c, 24ft, 175.15625, 13770
200c, 26ft, 169.59375, 13414
200c, 28ft, 169.40625, 13402
200c, 30ft, 166.71875, 13230
200c, 32ft, 161.40625, 12890
200c, 34ft, 156.59375, 12582
200c, 36ft, 156.53125, 12578
