200c, 4ft, 226.484375, 17055
200c, 6ft, 225.25, 16976
200c, 8ft, 218.109375, 16519
200c, 10ft, 212.140625, 16137
200c, 12ft, 206.1875, 15756
200c, 14ft, 189.78125, 14706
200c, 16ft, 182.5625, 14244
200c, 18ft, 180.53125, 14114
200c, 20ft, 175.609375, 13799
200c, 22ft, 173.8125, 13684
200c, 24ft, 168.328125, 13333
200c, 26ft, 164.609375, 13095
200c, 28ft, 164.296875, 13075
200c, 30ft, 156.765625, 12593
200c, 32ft, 152.265625, 12305
200c, 34ft, 147.84375, 12022
200c, 36ft, 143.859375, 11767
